date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:17:47	905/905	---MCZ	200	added ('OK')	application/javascript	etag:W/%22286d80bd9808e8ae476f805d49d9f61d%22	https://bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/imgStatus.min.js	C:/Users/ABC/Desktop/rbot/Alice/bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/imgStatus.min.js	(from https://www.alicedriver.com/)
15:17:47	1037/1037	---MCZ	200	added ('OK')	application/javascript	etag:W/%224fcd3096b574ff22a8ac63feaa59c98b%22	https://bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/waterfall.min.js	C:/Users/ABC/Desktop/rbot/Alice/bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/waterfall.min.js	(from https://www.alicedriver.com/)
15:17:48	1803/1803	---MCZ	200	added ('OK')	application/javascript	etag:W/%224902f02756f5cb2a049f4a00dc9d0d4e%22	https://bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/jquery.fitvids.js	C:/Users/ABC/Desktop/rbot/Alice/bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/jquery.fitvids.js	(from https://www.alicedriver.com/)
15:17:48	1373/1373	---MCZ	200	added ('OK')	application/javascript	etag:W/%2241ee55a76a57903dbac67df3d9e63bfa%22	https://bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/swiped-events.min.js	C:/Users/ABC/Desktop/rbot/Alice/bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/vendor/swiped-events.min.js	(from https://www.alicedriver.com/)
15:17:48	12527/12527	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bca7c5b10a94fdf9c4500607d6e76091%22	https://bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/theme.js	C:/Users/ABC/Desktop/rbot/Alice/bucket2.format-assets.com/theme_versions/5400897/assets/javascripts/theme.js	(from https://www.alicedriver.com/)
15:17:49	1613/1613	---M--	200	added ('OK')	image/png	etag:%225a4b2d80-64d%22	https://static1.format.com/static/cart_button_background-ea2890d7f86181f02d978dac735dcb16bcd31e89c4b016a9c32f37ab8e67c154.png	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/cart_button_background-ea2890d7f86181f02d978dac735dcb16bcd31e89c4b016a9c32f37ab8e67c154.png	(from https://static0.format.com/static/theme_api/v2/sales/cart-71d654c3aca9efaf7d54bb83a588db177f85a55f6d10afc1ecb96de9011222ee.css)
15:17:49	24345/24345	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f1ae693-5f19%22	https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.eot	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/fonts/ss-standard-v2/ss-standard.eot	(from https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css)
15:17:50	24345/24345	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f1ae6be-5f19%22	https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.eot?	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/fonts/ss-standard-v2/ss-standardd41d.eot	(from https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css)
15:17:51	27096/27096	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225f19f698-69d8%22	https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.woff	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/fonts/ss-standard-v2/ss-standard.woff	(from https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css)
15:17:51	58816/58816	---MCZ	200	added ('OK')	font/ttf	etag:W/%225f1ae693-e5c0%22	https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.ttf	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/fonts/ss-standard-v2/ss-standard.ttf	(from https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css)
15:17:52	63994/63994	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f19f698-f9fa%22	https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.svg	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/fonts/ss-standard-v2/ss-standard.svg	(from https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css)
15:17:52	3553/3553	---M--	200	added ('OK')	image/gif	etag:%225a99c92b-de1%22	https://static0.format.com/static/spinner_fsg-b02531944c4b84204b03936e9eac74fb537d0e64a02e7d9c8704cfa2506a2edf.gif	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/spinner_fsg-b02531944c4b84204b03936e9eac74fb537d0e64a02e7d9c8704cfa2506a2edf.gif	(from https://static0.format.com/static/theme_api/v2/client_access/client_modal-0a0e8d74f06b3ff97a71ed8c0599abaeb3aa67f13fef71b416c09b1911096a73.css)
15:17:53	1284/1284	---M--	200	added ('OK')	image/png	etag:%225a6e1039-504%22	https://static0.format.com/static/theme_api/v2/blog_caption_icons.png	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/theme_api/v2/blog_caption_icons.png	(from https://static0.format.com/static/theme_api/v2/blog-adee6ecd43756a0c67bcc47ce993d1cb89cfe67c24efa5d227588acc9f00692f.css)
15:17:53	1495/1495	---M--	200	added ('OK')	image/png	etag:%225a99c987-5d7%22	https://static0.format.com/static/theme_api/v2/blog_caption_icons@2x.png	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/theme_api/v2/blog_caption_icons@2x.png	(from https://static0.format.com/static/theme_api/v2/blog-adee6ecd43756a0c67bcc47ce993d1cb89cfe67c24efa5d227588acc9f00692f.css)
15:17:55	18106/18106	---M--	200	added ('OK')	image/png	etag:%225b6c6784-46ba%22	https://static1.format.com/static/theme_api/v2/blog_ui_sprite-54cad8d822a82c94240e4fc65e092fe18210544edeb8ce733a767febd671b888.png	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/theme_api/v2/blog_ui_sprite-54cad8d822a82c94240e4fc65e092fe18210544edeb8ce733a767febd671b888.png	(from https://static0.format.com/static/theme_api/v2/blog-adee6ecd43756a0c67bcc47ce993d1cb89cfe67c24efa5d227588acc9f00692f.css)
15:17:56	150804/150804	---M--	200	added ('OK')	image/jpeg	etag:%22184b6080833cb72e237fe0632bd2b073%22	https://format-com-cld-res.cloudinary.com/image/private/s--y3NNJ5bH--/c_crop,h_835,w_1252,x_0,y_0/c_fill,g_center,h_380,w_570/fl_keep_iptc.progressive,q_95/v1/f3c05cfbfb1f578a9cce88c1344404f7/storytelling.jpg	C:/Users/ABC/Desktop/rbot/Alice/format-com-cld-res.cloudinary.com/image/private/s--y3NNJ5bH--/c_crop,h_835,w_1252,x_0,y_0/c_fill,g_center,h_380,w_570/fl_keep_iptc.progressive,q_95/v1/f3c05cfbfb1f578a9cce88c1344404/storytelling.3b.delaye	(from https://www.alicedriver.com/speaking-engagements-2019)
15:17:58	1098/1098	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:47:57%20GMT	https://www.alicedriver.com/_common/contact_form.css	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/_common/contact_form.3d.delayed	(from https://www.alicedriver.com/contact)
15:17:58	322422/322422	---M--	200	added ('OK')	image/png	etag:%22130fcabecf53977f3722ddf56dd1281e%22	https://format-com-cld-res.cloudinary.com/image/private/s--FB0w0VuF--/c_limit,g_center,h_345,w_894/fl_keep_iptc.progressive.apng/v1/d6d1a2d435d042e5ea709c90977978ac/Alice-Banner-Large.png	C:/Users/ABC/Desktop/rbot/Alice/format-com-cld-res.cloudinary.com/image/private/s--FB0w0VuF--/c_limit,g_center,h_345,w_894/fl_keep_iptc.progressive.apng/v1/d6d1a2d435d042e5ea709c90977978ac/Alice-Banner-Large.png	(from https://www.alicedriver.com/newsletter)
15:17:58	980/980	---M-Z	200	added ('OK')	application/x-javascript	etag:%225a99c92b-1fc%22	https://static0.format.com/static/_common/contact_form-a6ae6c621dd884249e13a9fda7c5f28191902db17a4cfd926b19c696fc4bd309.js	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/_common/contact_form-a6ae6c621dd884249e13a9fda7c5f28191902db17a4cfd926b19c696fc4bd309.js	(from https://www.alicedriver.com/contact)
15:17:58	427477/427477	---M--	200	added ('OK')	image/png	etag:%22b764dc2559c1306ed9066692bc5a9c8a%22	https://format-com-cld-res.cloudinary.com/image/private/s--eOxYkCjy--/c_crop,h_1151,w_1727,x_0,y_0/c_fill,g_center,h_380,w_570/fl_keep_iptc.progressive.apng/v1/7f65edbc20908204fd509471af63448f/Driver_Poster_for_print.png	C:/Users/ABC/Desktop/rbot/Alice/format-com-cld-res.cloudinary.com/image/private/s--eOxYkCjy--/c_crop,h_1151,w_1727,x_0,y_0/c_fill,g_center,h_380,w_570/fl_keep_iptc.progressive.apng/v1/7f65edbc20908204fd509471af63/Driver_Poster_for_print	(from https://www.alicedriver.com/speaking-engagements-2019)
15:17:58	1267/1267	---M-Z	200	added ('OK')	application/x-javascript	etag:%2259078e55-1fd%22	https://static0.format.com/static/_common/colour_adjustments-007e264abb344638134a759453f16bebc5b209ed13f19f078cf0fd5f5c676be7.js	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/_common/colour_adjustments-007e264abb344638134a759453f16bebc5b209ed13f19f078cf0fd5f5c676be7.js	(from https://www.alicedriver.com/contact)
15:17:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202020%2009:47:59%20GMT	https://www.alicedriver.com/GET	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/GET	(from https://static0.format.com/static/theme_api/v2/turbolinks-2.5.3-format-8696209bf1a227321bfa788d944347c97fa0e2828f8098bc8b359b68aea0c2f1.js)
15:17:59	1098/1098	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:47:59%20GMT	https://www.alicedriver.com/get	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/get	(from https://static0.format.com/static/theme_api/v2/turbolinks-2.5.3-format-8696209bf1a227321bfa788d944347c97fa0e2828f8098bc8b359b68aea0c2f1.js)
15:18:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202020%2009:48:00%20GMT	https://www.alicedriver.com/Version/	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/Version/index.html	(from https://static0.format.com/static/theme_api/vendor/viewport-units-buggyfill-0.6.0-417dc24d6eb214064bcd31132c85d0f5c7bc70063314216e08b5f91b940c603c.js)
15:18:01	1098/1098	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:48:00%20GMT	https://www.alicedriver.com/version/	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/Version/index.html	(from https://static0.format.com/static/theme_api/vendor/viewport-units-buggyfill-0.6.0-417dc24d6eb214064bcd31132c85d0f5c7bc70063314216e08b5f91b940c603c.js)
